"Year","City","Sport","Discipline","Athlete","Country","Gender","Event","Medal"
1996,"Atlanta","Athletics","Athletics","HAUGHTON, Greg","JAM","Men","4X400M Relay","Bronze"
1996,"Atlanta","Athletics","Athletics","MARTIN, Roxbert","JAM","Men","4X400M Relay","Bronze"
1996,"Atlanta","Athletics","Athletics","MCDONALD, Michael","JAM","Men","4X400M Relay","Bronze"
1996,"Atlanta","Athletics","Athletics","ROBINSON, Garth","JAM","Men","4X400M Relay","Bronze"
1996,"Atlanta","Athletics","Athletics","HARRISON, Alvin","USA","Men","4X400M Relay","Gold"
1996,"Atlanta","Athletics","Athletics","MAYBANK, Anthuan","USA","Men","4X400M Relay","Gold"
1996,"Atlanta","Athletics","Athletics","MILLS, Derek","USA","Men","4X400M Relay","Gold"
1996,"Atlanta","Athletics","Athletics","ROUSER, Jason","USA","Men","4X400M Relay","Gold"
1996,"Atlanta","Athletics","Athletics","SMITH, Lamont","USA","Men","4X400M Relay","Gold"
1996,"Atlanta","Athletics","Athletics","BAULCH, Jamie","GBR","Men","4X400M Relay","Silver"
1996,"Atlanta","Athletics","Athletics","BLACK, Roger","GBR","Men","4X400M Relay","Silver"
1996,"Atlanta","Athletics","Athletics","HYLTON, Mark","GBR","Men","4X400M Relay","Silver"
1996,"Atlanta","Athletics","Athletics","LADEJO, Duaine","GBR","Men","4X400M Relay","Silver"
1996,"Atlanta","Athletics","Athletics","RICHARDSON, Mark Ashton","GBR","Men","4X400M Relay","Silver"
1996,"Atlanta","Athletics","Athletics","THOMAS, Iwan","GBR","Men","4X400M Relay","Silver"
1996,"Atlanta","Athletics","Athletics","BREUER, Grit","GER","Women","4X400M Relay","Bronze"
1996,"Atlanta","Athletics","Athletics","KISABAKA, Linda","GER","Women","4X400M Relay","Bronze"
1996,"Atlanta","Athletics","Athletics","ROHLANDER, Uta","GER","Women","4X400M Relay","Bronze"
1996,"Atlanta","Athletics","Athletics","RÜCKER, Anja","GER","Women","4X400M Relay","Bronze"
1996,"Atlanta","Athletics","Athletics","GRAHAM, Kim","USA","Women","4X400M Relay","Gold"
1996,"Atlanta","Athletics","Athletics","MALONE, Maicel","USA","Women","4X400M Relay","Gold"
1996,"Atlanta","Athletics","Athletics","MILES, Jearl","USA","Women","4X400M Relay","Gold"
1996,"Atlanta","Athletics","Athletics","STEVENS, Rochelle","USA","Women","4X400M Relay","Gold"
1996,"Atlanta","Athletics","Athletics","WILSON, Linetta","USA","Women","4X400M Relay","Gold"
1996,"Atlanta","Athletics","Athletics","AFOLABI, Bisi","NGR","Women","4X400M Relay","Silver"
1996,"Atlanta","Athletics","Athletics","OGUNKOYA, Falilat","NGR","Women","4X400M Relay","Silver"
1996,"Atlanta","Athletics","Athletics","OPARA, Charity","NGR","Women","4X400M Relay","Silver"
1996,"Atlanta","Athletics","Athletics","YUSUF, Fatima","NGR","Women","4X400M Relay","Silver"
1996,"Atlanta","Athletics","Athletics","BOULAMI, Khalid","MAR","Men","5000M","Bronze"
1996,"Atlanta","Athletics","Athletics","NIYONGABO, Venuste","BDI","Men","5000M","Gold"
1996,"Atlanta","Athletics","Athletics","BITOK, Paul","KEN","Men","5000M","Silver"
1996,"Atlanta","Athletics","Athletics","BRUNET, Roberta","ITA","Women","5000M","Bronze"
1996,"Atlanta","Athletics","Athletics","WANG, Junxia","CHN","Women","5000M","Gold"
1996,"Atlanta","Athletics","Athletics","KONGA, Pauline","KEN","Women","5000M","Silver"
1996,"Atlanta","Athletics","Athletics","MASSANA, Valentin","ESP","Men","50KM Walk","Bronze"
1996,"Atlanta","Athletics","Athletics","KORZENIOWSKI, Robert","POL","Men","50KM Walk","Gold"
1996,"Atlanta","Athletics","Athletics","SHCHENNIKOV, Mikhail","RUS","Men","50KM Walk","Silver"
1996,"Atlanta","Athletics","Athletics","ONYANCHA, Fred","KEN","Men","800M","Bronze"
1996,"Atlanta","Athletics","Athletics","RODAL, Vebjorn","NOR","Men","800M","Gold"
1996,"Atlanta","Athletics","Athletics","SEPENG, Hezekiel","RSA","Men","800M","Silver"
1996,"Atlanta","Athletics","Athletics","MUTOLA, Maria","MOZ","Women","800M","Bronze"
1996,"Atlanta","Athletics","Athletics","MASTERKOVA, Svetlana","RUS","Women","800M","Gold"
1996,"Atlanta","Athletics","Athletics","QUIROT, Ana Fidelia","CUB","Women","800M","Silver"
1996,"Atlanta","Athletics","Athletics","DVORAK, Tomas","CZE","Men","Decathlon","Bronze"
1996,"Atlanta","Athletics","Athletics","O'BRIEN, Dan","USA","Men","Decathlon","Gold"
1996,"Atlanta","Athletics","Athletics","BUSEMANN, Frank","GER","Men","Decathlon","Silver"
1996,"Atlanta","Athletics","Athletics","KAPTYUKH, Vasiliy","BLR","Men","Discus Throw","Bronze"
1996,"Atlanta","Athletics","Athletics","RIEDEL, Lars","GER","Men","Discus Throw","Gold"
1996,"Atlanta","Athletics","Athletics","DUBROVSHCHIK, Vladimir","BLR","Men","Discus Throw","Silver"
1996,"Atlanta","Athletics","Athletics","ZVEREVA, Ellina","BLR","Women","Discus Throw","Bronze"
1996,"Atlanta","Athletics","Athletics","WYLUDDA, Ilke","GER","Women","Discus Throw","Gold"
1996,"Atlanta","Athletics","Athletics","SADOVA, Natalya","RUS","Women","Discus Throw","Silver"
1996,"Atlanta","Athletics","Athletics","KRYKUN, Oleksiy","UKR","Men","Hammer Throw","Bronze"
1996,"Atlanta","Athletics","Athletics","KISS, Balazs","HUN","Men","Hammer Throw","Gold"
1996,"Atlanta","Athletics","Athletics","DEAL, Lance Earl","USA","Men","Hammer Throw","Silver"
1996,"Atlanta","Athletics","Athletics","LEWIS, Denise","GBR","Women","Heptathlon","Bronze"
1996,"Atlanta","Athletics","Athletics","SHOUAA, Ghada","SYR","Women","Heptathlon","Gold"
1996,"Atlanta","Athletics","Athletics","SAZANOVICH, Natalya","BLR","Women","Heptathlon","Silver"
1996,"Atlanta","Athletics","Athletics","SMITH, Stephen James","GBR","Men","High Jump","Bronze"
1996,"Atlanta","Athletics","Athletics","AUSTIN, Charles","USA","Men","High Jump","Gold"
1996,"Atlanta","Athletics","Athletics","PARTYKA, Artur","POL","Men","High Jump","Silver"
1996,"Atlanta","Athletics","Athletics","BABAKOVA, Inha","UKR","Women","High Jump","Bronze"
1996,"Atlanta","Athletics","Athletics","KOSTADINOVA, Stefka","BUL","Women","High Jump","Gold"
1996,"Atlanta","Athletics","Athletics","BAKOGIANNI, Niki","GRE","Women","High Jump","Silver"
1996,"Atlanta","Athletics","Athletics","RATY, Seppo Henrik","FIN","Men","Javelin Throw","Bronze"
1996,"Atlanta","Athletics","Athletics","ZELEZNY, Jan","CZE","Men","Javelin Throw","Gold"
1996,"Atlanta","Athletics","Athletics","BACKLEY, Steve","GBR","Men","Javelin Throw","Silver"
1996,"Atlanta","Athletics","Athletics","HATTESTAD, Trine","NOR","Women","Javelin Throw","Bronze"
1996,"Atlanta","Athletics","Athletics","RANTANEN, Heli Orvokki","FIN","Women","Javelin Throw","Gold"
1996,"Atlanta","Athletics","Athletics","MCPAUL, Louise","AUS","Women","Javelin Throw","Silver"
1996,"Atlanta","Athletics","Athletics","GREENE, Joe","USA","Men","Long Jump","Bronze"
1996,"Atlanta","Athletics","Athletics","LEWIS, Carl","USA","Men","Long Jump","Gold"
1996,"Atlanta","Athletics","Athletics","BECKFORD, James","JAM","Men","Long Jump","Silver"
1996,"Atlanta","Athletics","Athletics","JOYNER-KERSEE, Jackie","USA","Women","Long Jump","Bronze"
1996,"Atlanta","Athletics","Athletics","AJUNWA, Chioma","NGR","Women","Long Jump","Gold"
1996,"Atlanta","Athletics","Athletics","MAY, Fiona","ITA","Women","Long Jump","Silver"
1996,"Atlanta","Athletics","Athletics","WAINAINA, Erick","KEN","Men","Marathon","Bronze"
1996,"Atlanta","Athletics","Athletics","THUGWANE, Josia","RSA","Men","Marathon","Gold"
1996,"Atlanta","Athletics","Athletics","LEE, Bong-Ju","KOR","Men","Marathon","Silver"
1996,"Atlanta","Athletics","Athletics","ARIMORI, Yuko","JPN","Women","Marathon","Bronze"
1996,"Atlanta","Athletics","Athletics","ROBA, Fatuma","ETH","Women","Marathon","Gold"
1996,"Atlanta","Athletics","Athletics","YEGOROVA, Valentina","RUS","Women","Marathon","Silver"
1996,"Atlanta","Athletics","Athletics","TIVONTCHIK, Andrei","GER","Men","Pole Vault","Bronze"
1996,"Atlanta","Athletics","Athletics","GALFIONE, Jean","FRA","Men","Pole Vault","Gold"
1996,"Atlanta","Athletics","Athletics","TRANDENKOV, Igor","RUS","Men","Pole Vault","Silver"
1996,"Atlanta","Athletics","Athletics","BAGACH, Oleksandr","UKR","Men","Shot Put","Bronze"
1996,"Atlanta","Athletics","Athletics","BARNES, Eric Randolph","USA","Men","Shot Put","Gold"
1996,"Atlanta","Athletics","Athletics","GODINA, John","USA","Men","Shot Put","Silver"
1996,"Atlanta","Athletics","Athletics","KHUDOROZHKINA, Irina","RUS","Women","Shot Put","Bronze"
1996,"Atlanta","Athletics","Athletics","KUMBERNUSS, Astrid","GER","Women","Shot Put","Gold"
1996,"Atlanta","Athletics","Athletics","SUI, Xinmei","CHN","Women","Shot Put","Silver"
1996,"Atlanta","Athletics","Athletics","QUESADA, Yoelvis","CUB","Men","Triple Jump","Bronze"
1996,"Atlanta","Athletics","Athletics","HARRISON, Kenny","USA","Men","Triple Jump","Gold"
1996,"Atlanta","Athletics","Athletics","EDWARDS, Jonathan David","GBR","Men","Triple Jump","Silver"
1996,"Atlanta","Athletics","Athletics","KASPARKOVA, Sarka","CZE","Women","Triple Jump","Bronze"
1996,"Atlanta","Athletics","Athletics","KRAVETS, Inessa","UKR","Women","Triple Jump","Gold"
1996,"Atlanta","Athletics","Athletics","LASOVSKAYA, Inna","RUS","Women","Triple Jump","Silver"
2000,"Sydney","Athletics","Athletics","MEZGEBU, Assefa","ETH","Men","10000M","Bronze"
2000,"Sydney","Athletics","Athletics","GEBRSELASSIE, Haile","ETH","Men","10000M","Gold"
2000,"Sydney","Athletics","Athletics","TERGAT, Paul","KEN","Men","10000M","Silver"
2000,"Sydney","Athletics","Athletics","RIBEIRO, Fernanda","POR","Women","10000M","Bronze"
2000,"Sydney","Athletics","Athletics","TULU, Derartu","ETH","Women","10000M","Gold"
2000,"Sydney","Athletics","Athletics","WAMI, Gete","ETH","Women","10000M","Silver"
2000,"Sydney","Athletics","Athletics","THOMPSON, Obadele","BAR","Men","100M","Bronze"
2000,"Sydney","Athletics","Athletics","GREENE, Maurice","USA","Men","100M","Gold"
2000,"Sydney","Athletics","Athletics","BOLDON, Ato","TRI","Men","100M","Silver"
2000,"Sydney","Athletics","Athletics","OTTEY-PAGE, Merlene","JAM","Women","100M","Bronze"
2000,"Sydney","Athletics","Athletics","LAWRENCE, Tanya","JAM","Women","100M","Silver"
2000,"Sydney","Athletics","Athletics","THANOU, Ekaterini","GRE","Women","100M","Silver"
2000,"Sydney","Athletics","Athletics","MORRISON, Melissa","USA","Women","100M Hurdles","Bronze"
2000,"Sydney","Athletics","Athletics","SHISHIGINA, Olga","KAZ","Women","100M Hurdles","Gold"
2000,"Sydney","Athletics","Athletics","ALOZIE, Gloria","NGR","Women","100M Hurdles","Silver"
2000,"Sydney","Athletics","Athletics","CREAR, Mark","USA","Men","110M Hurdles","Bronze"
2000,"Sydney","Athletics","Athletics","GARCIA, Anier","CUB","Men","110M Hurdles","Gold"
2000,"Sydney","Athletics","Athletics","TRAMMELL, Terrence","USA","Men","110M Hurdles","Silver"
2000,"Sydney","Athletics","Athletics","LAGAT, Bernard","KEN","Men","1500M","Bronze"
2000,"Sydney","Athletics","Athletics","NGENYI, Noah Kiprono","KEN","Men","1500M","Gold"
2000,"Sydney","Athletics","Athletics","EL GUERROUJ, Hicham","MAR","Men","1500M","Silver"
2000,"Sydney","Athletics","Athletics","SZABO, Gabriela","ROU","Women","1500M","Bronze"
2000,"Sydney","Athletics","Athletics","MERAH-BENIDA, Nouria","ALG","Women","1500M","Gold"
2000,"Sydney","Athletics","Athletics","SZEKELY, Violeta","ROU","Women","1500M","Silver"
2000,"Sydney","Athletics","Athletics","BOLDON, Ato","TRI","Men","200M","Bronze"
2000,"Sydney","Athletics","Athletics","KENTERIS, Konstantinos","GRE","Men","200M","Gold"
2000,"Sydney","Athletics","Athletics","CAMPBELL, Darren","GBR","Men","200M","Silver"
2000,"Sydney","Athletics","Athletics","MCDONALD, Beverly","JAM","Women","200M","Bronze"
2000,"Sydney","Athletics","Athletics","DAVIS, Pauline Elaine","BAH","Women","200M","Gold"
2000,"Sydney","Athletics","Athletics","JAYASINGHE, Susanthika","SRI","Women","200M","Silver"
2000,"Sydney","Athletics","Athletics","VASCO, Maria","ESP","Women","20KM Race Walk","Bronze"
2000,"Sydney","Athletics","Athletics","WANG, Liping","CHN","Women","20KM Race Walk","Gold"
2000,"Sydney","Athletics","Athletics","PLAETZER, Kjersti","NOR","Women","20KM Race Walk","Silver"
2000,"Sydney","Athletics","Athletics","ANDREYEV, Vladimir","RUS","Men","20KM Walk","Bronze"
2000,"Sydney","Athletics","Athletics","KORZENIOWSKI, Robert","POL","Men","20KM Walk","Gold"
2000,"Sydney","Athletics","Athletics","HERNANDEZ, Noe","MEX","Men","20KM Walk","Silver"
2000,"Sydney","Athletics","Athletics","EZZINE, Ali","MAR","Men","3000M Steeplechase","Bronze"
2000,"Sydney","Athletics","Athletics","KOSGEI, Reuben","KEN","Men","3000M Steeplechase","Gold"
2000,"Sydney","Athletics","Athletics","KIPKETER, Wilson Boit","KEN","Men","3000M Steeplechase","Silver"
2000,"Sydney","Athletics","Athletics","HAUGHTON, Greg","JAM","Men","400M","Bronze"
2000,"Sydney","Athletics","Athletics","JOHNSON, Michael","USA","Men","400M","Gold"
2000,"Sydney","Athletics","Athletics","HARRISON, Alvin","USA","Men","400M","Silver"
2000,"Sydney","Athletics","Athletics","MERRY, Katharine","GBR","Women","400M","Bronze"
2000,"Sydney","Athletics","Athletics","FREEMAN, Cathy","AUS","Women","400M","Gold"
2000,"Sydney","Athletics","Athletics","GRAHAM, Lorraine","JAM","Women","400M","Silver"
2000,"Sydney","Athletics","Athletics","HERBERT, Llewellyn","RSA","Men","400M Hurdles","Bronze"
2000,"Sydney","Athletics","Athletics","TAYLOR, Angelo","USA","Men","400M Hurdles","Gold"
2000,"Sydney","Athletics","Athletics","SOMAYLI, Hadi","KSA","Men","400M Hurdles","Silver"
2000,"Sydney","Athletics","Athletics","BIDOUANE, Nouzha","MAR","Women","400M Hurdles","Bronze"
2000,"Sydney","Athletics","Athletics","PRIVALOVA, Irina","RUS","Women","400M Hurdles","Gold"
2000,"Sydney","Athletics","Athletics","HEMMINGS, Deon Marie","JAM","Women","400M Hurdles","Silver"
2000,"Sydney","Athletics","Athletics","CESAR, Jose Angel","CUB","Men","4X100M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","GARCIA, Ivan","CUB","Men","4X100M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","MAYOLA, Freddy","CUB","Men","4X100M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","PEREZ, Luis Alberto","CUB","Men","4X100M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","BROKENBURR, Kenneth","USA","Men","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","DRUMMOND, Jon","USA","Men","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","GREENE, Maurice","USA","Men","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","LEWIS, Brian","USA","Men","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","MONTGOMERY, Tim","USA","Men","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","WILLIAMS III, Bernard","USA","Men","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","DE LIMA, Vicente","BRA","Men","4X100M Relay","Silver"
2000,"Sydney","Athletics","Athletics","RIBEIRO, Edson","BRA","Men","4X100M Relay","Silver"
2000,"Sydney","Athletics","Athletics","SILVA, Andre Domingos","BRA","Men","4X100M Relay","Silver"
2000,"Sydney","Athletics","Athletics","SILVA, Claudinei","BRA","Men","4X100M Relay","Silver"
2000,"Sydney","Athletics","Athletics","SOUZA, Claudio Roberto","BRA","Men","4X100M Relay","Silver"
2000,"Sydney","Athletics","Athletics","EDWARDS, Torri","USA","Women","4X100M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","GAINES, Chryste","USA","Women","4X100M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","PERRY, Nanceen","USA","Women","4X100M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","RICHARDSON, Passion","USA","Women","4X100M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","DAVIS, Pauline Elaine","BAH","Women","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","FERGUSON-MCKENZIE, Debbie","BAH","Women","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","FYNES, Sevatheda","BAH","Women","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","LEWIS, Eldice","BAH","Women","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","STURRUP, Chandra","BAH","Women","4X100M Relay","Gold"
2000,"Sydney","Athletics","Athletics","CAMPBELL-BROWN, Veronica","JAM","Women","4X100M Relay","Silver"
2000,"Sydney","Athletics","Athletics","FRAZER, Merlene","JAM","Women","4X100M Relay","Silver"
2000,"Sydney","Athletics","Athletics","LAWRENCE, Tanya","JAM","Women","4X100M Relay","Silver"
2000,"Sydney","Athletics","Athletics","MCDONALD, Beverly","JAM","Women","4X100M Relay","Silver"
2000,"Sydney","Athletics","Athletics","OTTEY-PAGE, Merlene","JAM","Women","4X100M Relay","Silver"
2000,"Sydney","Athletics","Athletics","AYRE, Sanjay","JAM","Men","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","BLACKWOOD, Michael","JAM","Men","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","HAUGHTON, Greg","JAM","Men","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","MCDONALD, Michael","JAM","Men","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","MCFARLANE, Danny","JAM","Men","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","WILLIAMS, Christopher","JAM","Men","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","AWAZIE, Nduka","NGR","Men","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","BADA, Sunday","NGR","Men","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","CHUKWU, Clement","NGR","Men","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","GADZAMA, Fidelis","NGR","Men","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","MONYE, Jude","NGR","Men","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","UDO OBONG, Enefiok","NGR","Men","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","GONCHARENKO, Svetlana","RUS","Women","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","KOTLYAROVA, Olga","RUS","Women","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","NAZAROVA, Natalya","RUS","Women","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","PRIVALOVA, Irina","RUS","Women","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","SOTNIKOVA, Yulia","RUS","Women","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","ZYKINA, Olesya","RUS","Women","4X400M Relay","Bronze"
2000,"Sydney","Athletics","Athletics","ANDERSON, Andrea","USA","Women","4X400M Relay","Gold"
2000,"Sydney","Athletics","Athletics","COLANDER, LaTasha","USA","Women","4X400M Relay","Gold"
2000,"Sydney","Athletics","Athletics","HENNAGAN, Monique","USA","Women","4X400M Relay","Gold"
2000,"Sydney","Athletics","Athletics","MILES, Jearl","USA","Women","4X400M Relay","Gold"
2000,"Sydney","Athletics","Athletics","BURGHER, Michelle","JAM","Women","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","GRAHAM, Lorraine","JAM","Women","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","HEMMINGS, Deon Marie","JAM","Women","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","HOWELL, Charmaine","JAM","Women","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","RICHARDS, Sandie","JAM","Women","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","SCOTT-POMALES, Catherine","JAM","Women","4X400M Relay","Silver"
2000,"Sydney","Athletics","Athletics","LAHLAFI, Brahim","MAR","Men","5000M","Bronze"
2000,"Sydney","Athletics","Athletics","WOLDE, Millon","ETH","Men","5000M","Gold"
2000,"Sydney","Athletics","Athletics","SAIDI-SIEF, Ali","ALG","Men","5000M","Silver"
2000,"Sydney","Athletics","Athletics","WAMI, Gete","ETH","Women","5000M","Bronze"
2000,"Sydney","Athletics","Athletics","SZABO, Gabriela","ROU","Women","5000M","Gold"
2000,"Sydney","Athletics","Athletics","O'SULLIVAN, Sonia","IRL","Women","5000M","Silver"
2000,"Sydney","Athletics","Athletics","SANCHEZ GUERRERO, Joel","MEX","Men","50KM Walk","Bronze"
2000,"Sydney","Athletics","Athletics","KORZENIOWSKI, Robert","POL","Men","50KM Walk","Gold"
2000,"Sydney","Athletics","Athletics","FADEJEVS, Aigars","LAT","Men","50KM Walk","Silver"
2000,"Sydney","Athletics","Athletics","SAID GUERNI, Djabir","ALG","Men","800M","Bronze"
2000,"Sydney","Athletics","Athletics","SCHUMANN, Nils","GER","Men","800M","Gold"
2000,"Sydney","Athletics","Athletics","KIPKETER, Wilson","DEN","Men","800M","Silver"
2000,"Sydney","Athletics","Athletics","HOLMES, Kelly","GBR","Women","800M","Bronze"
2000,"Sydney","Athletics","Athletics","MUTOLA, Maria","MOZ","Women","800M","Gold"
2000,"Sydney","Athletics","Athletics","GRAF, Stephanie","AUT","Women","800M","Silver"
2000,"Sydney","Athletics","Athletics","HUFFINS, Chris","USA","Men","Decathlon","Bronze"
2000,"Sydney","Athletics","Athletics","NOOL, Erki","EST","Men","Decathlon","Gold"
2000,"Sydney","Athletics","Athletics","SEBRLE, Roman","CZE","Men","Decathlon","Silver"
2000,"Sydney","Athletics","Athletics","KRUGER, Frantz","RSA","Men","Discus Throw","Bronze"
2000,"Sydney","Athletics","Athletics","ALEKNA, Virgilijus","LTU","Men","Discus Throw","Gold"
2000,"Sydney","Athletics","Athletics","RIEDEL, Lars","GER","Men","Discus Throw","Silver"
2000,"Sydney","Athletics","Athletics","YATCHENKO, Iryna","BLR","Women","Discus Throw","Bronze"
2000,"Sydney","Athletics","Athletics","ZVEREVA, Ellina","BLR","Women","Discus Throw","Gold"
2000,"Sydney","Athletics","Athletics","KELESIDOU, Anastasia","GRE","Women","Discus Throw","Silver"
2000,"Sydney","Athletics","Athletics","ASTAPKOVICH, Igor","BLR","Men","Hammer Throw","Bronze"
2000,"Sydney","Athletics","Athletics","ZIOLKOWSKI, Szymon","POL","Men","Hammer Throw","Gold"
2000,"Sydney","Athletics","Athletics","VIZZONI, Nicola","ITA","Men","Hammer Throw","Silver"
2000,"Sydney","Athletics","Athletics","MUENCHOW, Kirsten","GER","Women","Hammer Throw","Bronze"
2000,"Sydney","Athletics","Athletics","SKOLIMOWSKA, Kamila","POL","Women","Hammer Throw","Gold"
2000,"Sydney","Athletics","Athletics","KUZENKOVA, Olga","RUS","Women","Hammer Throw","Silver"
2000,"Sydney","Athletics","Athletics","SAZANOVICH, Natalya","BLR","Women","Heptathlon","Bronze"
2000,"Sydney","Athletics","Athletics","LEWIS, Denise","GBR","Women","Heptathlon","Gold"
2000,"Sydney","Athletics","Athletics","PROKHOROVA, Yelena","RUS","Women","Heptathlon","Silver"
2000,"Sydney","Athletics","Athletics","HAMMAD, Abderrahmane","ALG","Men","High Jump","Bronze"
2000,"Sydney","Athletics","Athletics","KLIUGIN, Sergey","RUS","Men","High Jump","Gold"
2000,"Sydney","Athletics","Athletics","SOTOMAYOR, Javier","CUB","Men","High Jump","Silver"
2000,"Sydney","Athletics","Athletics","BERGQVIST, Kajsa","SWE","Women","High Jump","Bronze"
2000,"Sydney","Athletics","Athletics","PANTELIMON, Oana","ROU","Women","High Jump","Bronze"
2000,"Sydney","Athletics","Athletics","YELESINA, Yelena","RUS","Women","High Jump","Gold"
2000,"Sydney","Athletics","Athletics","CLOETE, Hestrie","RSA","Women","High Jump","Silver"
2000,"Sydney","Athletics","Athletics","MAKAROV, Sergey","RUS","Men","Javelin Throw","Bronze"
2000,"Sydney","Athletics","Athletics","ZELEZNY, Jan","CZE","Men","Javelin Throw","Gold"
2000,"Sydney","Athletics","Athletics","BACKLEY, Steve","GBR","Men","Javelin Throw","Silver"
2000,"Sydney","Athletics","Athletics","MENENDEZ, Osleidys","CUB","Women","Javelin Throw","Bronze"
2000,"Sydney","Athletics","Athletics","HATTESTAD, Trine","NOR","Women","Javelin Throw","Gold"
2000,"Sydney","Athletics","Athletics","MANIANI-TZELILI, Mirella","GRE","Women","Javelin Throw","Silver"
2000,"Sydney","Athletics","Athletics","SCHURENKO, Roman","UKR","Men","Long Jump","Bronze"
2000,"Sydney","Athletics","Athletics","PEDROSO, Ivan","CUB","Men","Long Jump","Gold"
2000,"Sydney","Athletics","Athletics","TAURIMA, Jai","AUS","Men","Long Jump","Silver"
2000,"Sydney","Athletics","Athletics","KOTOVA, Tatyana","RUS","Women","Long Jump","Bronze"
2000,"Sydney","Athletics","Athletics","DRECHSLER, Heike","GER","Women","Long Jump","Gold"
2000,"Sydney","Athletics","Athletics","MAY, Fiona","ITA","Women","Long Jump","Silver"
2000,"Sydney","Athletics","Athletics","TOLA, Tesfaye","ETH","Men","Marathon","Bronze"
2000,"Sydney","Athletics","Athletics","CHEPCHUMBA, Joyce","KEN","Men","Marathon","Bronze"
2000,"Sydney","Athletics","Athletics","ABERA, Gezahegne","ETH","Men","Marathon","Gold"
2000,"Sydney","Athletics","Athletics","WAINAINA, Erick","KEN","Men","Marathon","Silver"
2000,"Sydney","Athletics","Athletics","TAKAHASHI, Naoko","JPN","Women","Marathon","Gold"
2000,"Sydney","Athletics","Athletics","SIMON, Lidia Elena","ROU","Women","Marathon","Silver"
2000,"Sydney","Athletics","Athletics","TARASOV, Maksim","RUS","Men","Pole Vault","Bronze"
2000,"Sydney","Athletics","Athletics","HYSONG, Nick","USA","Men","Pole Vault","Gold"
2000,"Sydney","Athletics","Athletics","JOHNSON, Lawrence","USA","Men","Pole Vault","Silver"
2000,"Sydney","Athletics","Athletics","FLOSADOTTIR, Vala","ISL","Women","Pole Vault","Bronze"
2000,"Sydney","Athletics","Athletics","DRAGILA, Stacy","USA","Women","Pole Vault","Gold"
2000,"Sydney","Athletics","Athletics","GRIGORIEVA, Tatiana","AUS","Women","Pole Vault","Silver"
2000,"Sydney","Athletics","Athletics","GODINA, John","USA","Men","Shot Put","Bronze"
2000,"Sydney","Athletics","Athletics","HARJU, Arsi","FIN","Men","Shot Put","Gold"
2000,"Sydney","Athletics","Athletics","NELSON, Adam","USA","Men","Shot Put","Silver"
2000,"Sydney","Athletics","Athletics","KUMBERNUSS, Astrid","GER","Women","Shot Put","Bronze"
2000,"Sydney","Athletics","Athletics","KAROLCHIK, Yanina","BLR","Women","Shot Put","Gold"
2000,"Sydney","Athletics","Athletics","PELESHENKO, Larisa","RUS","Women","Shot Put","Silver"
2000,"Sydney","Athletics","Athletics","KAPUSTIN, Denis","RUS","Men","Triple Jump","Bronze"
2000,"Sydney","Athletics","Athletics","EDWARDS, Jonathan David","GBR","Men","Triple Jump","Gold"
